EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Drought	Ontario and Quebec	01/01/1964 12:00:00 AM	Ontario and Quebec, 1964.	0	0	0			01/01/1964 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1964 12:00:00 AM	Prairie provinces, 1964. Cereal crop drought occurred in parts of the Prairies; severe and widespread surface water droughts reported on the Prairies.	0	0	0			01/01/1964 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Ramsey Arm BC	16/09/1964 12:00:00 AM	Ramsey Arm BC, September 16, 1964. Debris flow caused by heavy rains struck a logging camp; 5 dead.	5	0	0			16/09/1964 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Maritime provinces	01/12/1964 12:00:00 AM	Maritime provinces, December 1-2, 1964. A severe snowstorm hit the Maritimes, with gales reaching gust speeds of 160 km/h.  Three fishing boats, including two large draggers, were lost in the storm, accounting for 23 deaths and 8 reported injuries.	23	8	0			02/12/1964 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Tsunami	Port Alberni BC	28/03/1964 12:00:00 AM	Port Alberni BC, March 28, 1964. An earthquake in Alaska of magnitude 8.5 generated a 3.6 m tsunami; no Canadian fatalities.	0	0	0			28/03/1964 12:00:00 AM								0	8.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Southern Prairies	15/12/1964 12:00:00 AM	Southern Prairies, December 15, 1964. Referred to as the "Great Blizzard", it produced heavy snows, 90 km/h winds, -34°C temperatures; three people froze to death and thousands of animals died.	3	0	0			15/12/1964 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Ontario, Quebec and New Brunswick	01/01/1965 12:00:00 AM	Ontario, Quebec and New Brunswick, 1965.	0	0	0			01/01/1965 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	St. Lawrence River QC	01/01/1965 12:00:00 AM	St. Lawrence River QC, 1965. A flood was caused by an ice jam 20 km downstream from Montréal; damage was reported by several communities and 20 people died.	20	0	0			01/01/1965 12:00:00 AM								0	0.0	
Incident	Conflict	Terrorist	Bomb Attacks	Edmonton AB	02/01/1965 12:00:00 AM	Edmonton AB, January 2, 1965. Two U.S. jets (F-84s) being overhauled by Northwest Industries in Edmonton were destroyed and a third damaged when a left-wing group protesting the Vietnam War dynamited the planes; a security guard was killed during the incident.	1	0	0			02/01/1965 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Hope BC	09/01/1965 12:00:00 AM	Hope BC, January 9, 1965. An earthquake in the magnitude of 3.0 on the Richter scale was recorded near Hope, British Columbia; two slides were triggered from Johnson's Peak; the second slide, on Jan. 9, buried vehicles on BC Highway #3, killing four people.	4	0	0			09/01/1965 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Ocean Falls BC	14/01/1965 12:00:00 AM	Ocean Falls BC, January 14, 1965.  Seven people died when a slush avalanche/debris flow caused by melting snow struck the community.	7	0	0			14/01/1965 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Avalanche	Granduc Mine BC	18/02/1965 12:00:00 AM	Granduc Mine BC, February 18, 1965. An avalanche destroyed a miner's camp; 26 dead, 22 injured.	26	22	0			18/02/1965 12:00:00 AM								0	0.0	
Incident	Technology	Explosion	Residential	Lasalle QC	01/03/1965 12:00:00 AM	LaSalle, a suburb of Montréal QC, March 1, 1965. An apartment house blew up, killing 28 and injuring 48, mostly children.	28	50	0			01/03/1965 12:00:00 AM								0	0.0	
Incident	Technology	Transportation accident	Air	Northeast of Vancouver BC	08/07/1965 12:00:00 AM	Northeast of Vancouver BC, July 8, 1965. 52 people died when a C-6B exploded and crashed.	52	0	0			08/07/1965 12:00:00 AM								0	0.0	
Incident	Technology	Transportation accident	Marine	Lake Huron ON	01/01/1966 12:00:00 AM	Lake Huron ON, 1966. Sinking of the ore carrier \"D.J. Morrell\": 28 dead.	28	0	0			01/01/1966 12:00:00 AM								0	0.0	
Incident	Technology	Fire	Non-Residential	Lasalle QC	01/01/1966 12:00:00 AM	Lasalle QC, 1966. A chemical plant fire killed 11.	11	0	0			01/01/1966 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	St. Lawrence counties of Quebec	01/01/1966 12:00:00 AM	St. Lawrence counties of Quebec, 1966.	0	0	0			01/01/1966 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prince Edward Island	01/01/1966 12:00:00 AM	Prince Edward Island, 1966.	0	0	0			01/01/1966 12:00:00 AM								0	0.0	
Incident	Technology	Transportation accident	Air	Toyko, Japan	04/03/1966 12:00:00 AM	Tokyo Japan, March 4, 1966: 8 survivors: a CP air DC-8 caught its wheels in the approach lights while landing in dense fog at Tokyo International Airport and smashed into a retaining wall.	64	0	0			04/03/1966 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Winnipeg MB	04/03/1966 12:00:00 AM	Winnipeg MB, March 4, 1966. A storm brought 35 cm of snow and 120 km/h winds, paralysing the city for two days.	0	0	0			04/03/1966 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Winnipeg MB	14/04/1966 12:00:00 AM	Winnipeg MB, April 14, 1966. Spring runoff and heavy rains caused extensive damage.	0	0	0			14/04/1966 12:00:00 AM								0	0.0	
Incident	Technology	Infrastructure failure	Transportation	Ottawa ON	01/01/1966 12:00:00 AM	Ottawa ON, August 1966. One hour before quitting time, the Heron road bridge that was under construction collapsed.  It was the worst construction accident up to that time in Ottawa's history resulting in 9 deaths and 57 people injured.  Police, construction workers, and ordinary citizens helped in the rescue of the survivors.  After this incident, the Ontario Safety Code was amended.	9	57	0			01/01/1966 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Baie-Comeau QC	03/11/1966 12:00:00 AM	Baie-Comeau QC, November 3, 1966. An exceptional fall flood on the north bank of the St. Lawrence River, Québec; the region of Baie-Saint-Paul - Baie-Comeau reported the most severe damage, while the effects of the flood reached the region of Batiscan à Sept-Îles; three people died at Pointe-aux-Anglais on the Côte-Nord, two others died at Charlevoix.	5	0	0			03/11/1966 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1967 12:00:00 AM	Prairie provinces, 1967. Cereal crop drought occurred in parts of the Prairies; extensive drought from the Peace River, Alberta, to southern Manitoba.	0	0	0			01/01/1967 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	New Brunswick	01/01/1967 12:00:00 AM	New Brunswick, 1967.	0	0	0			01/01/1967 12:00:00 AM								0	0.0	
Incident	Technology	Transportation accident	Air	Gander NL	01/01/1967 12:00:00 AM	Gander NF, 1967. Ilyushin Turboprop crash killed 33.	33	0	0			01/01/1967 12:00:00 AM								0	0.0	
Incident	Technology	Explosion	Non-Residential	Crowsnest Pass BC	01/01/1967 12:00:00 AM	Crowsnest Pass BC, 1967. An explosion in Balmer North, Crowsnest Pass, in the Kootenay region killed 15 people.	15	0	0			01/01/1967 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Southern Alberta	17/04/1967 12:00:00 AM	Southern Alberta, April 17-20 and April 27-29, 1967. A series of intense snowstorms dropped a record 175 cm of snow on southern Alberta. The deep snow blocked roads, closed schools and cut off power.  Army units were dispatched to assist in the snow clearing, while food, fuel and cattle feed were airlifted into the province.  Thousands of cattle, unable to forage for food in the deep snow, perished on the open range.	0	0	0			20/04/1967 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Huron and Perth counties ON	17/04/1967 12:00:00 AM	Huron/Perth counties ON, April 17, 1967.	0	0	0			17/04/1967 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Nova Scotia	11/10/1967 12:00:00 AM	Nova Scotia, October 11-12, 1967. It produced heavy rainfall, resulting in serious flooding throughout Nova Scotia.	0	0	0			12/10/1967 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1968 12:00:00 AM	Prairie provinces, 1968. Cereal crop drought occurred in parts of the Prairies; severe and widespread surface water droughts reported on the Prairies.	0	0	0			01/01/1968 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Camp Creek BC	05/06/1968 12:00:00 AM	Camp Creek BC, June 5, 1968. Debris flow caused by heavy rains struck a car on the TransCanada Highway.	4	0	0			05/06/1968 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Lambeth ON	19/08/1968 12:00:00 AM	Lambeth ON, August 19, 1968. A severe hailstorm caused extensive crop and property damage and left ice up to 17.5 cm deep on streets.	0	0	0			19/08/1968 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Southern Ontario	13/01/1968 12:00:00 AM	Southern Ontario, January 13, 1968. Experienced 3 days of freezing rain and wet snow in Jan. 1968; the storm caused widespread power failures, school closures, cancellation of food deliveries, disruption of mail and fire services, the collapse of several buildings and antennae, isolation of hospitals, and highway blockings.	0	0	0			13/01/1968 12:00:00 AM								1027473	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southwestern and Southern Ontario	02/02/1968 12:00:00 AM	Southwestern and Southern Ontario, February 2, 1968. Areas around Kettle Creek, the Thames and Ausable Rivers, the St. Clair and Niagara regions and the cities of Bayfield and Toronto experienced some flooding in February 1968.	0	0	0			02/02/1968 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Maritimes provinces	21/10/1968 12:00:00 AM	Maritimes provinces, October 21, 1968. Remnants of Hurricane "Gladys" passed over Cape Breton Island, killing one person and producing rainfall of 45-90 mm; the storm caused flooding in New Brunswick and Nova Scotia.	1	0	0			21/10/1968 12:00:00 AM								0	0.0	
Incident	Technology	Fire	Residential	Dunnville ON	01/01/1969 12:00:00 AM	Dunnville ON, 1969. Victoria Hotel Fire; 13 dead.	13	0	0			01/01/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Halifax NS	02/02/1969 12:00:00 AM	Halifax NS, February 2, 1969. A snowstorm hit Halifax, leaving 75 cm in the downtown area, and 96 cm of snow in the suburbs; most of the snow fell within 24 hours.	0	0	0			02/02/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Porteau BC	09/02/1969 12:00:00 AM	Porteau BC, February 9, 1969. Rockfall struck a car at Porteau Bluffs.	3	1	0			09/02/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1969 12:00:00 AM	Prairie provinces, 1969. Cereal crop drought occurred in parts of the Prairies.	0	0	0			01/01/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Qu'Appelle River Basin SK	01/01/1969 12:00:00 AM	Qu'Appelle River SK, April 1969.  Flooding was caused by a rapid spring snowmelt following high fall and winter precipitation. Twelve to 14 thousand acres of agricultural land were flooded. There was urban flooding in Moose Jaw; highways, roads and bridges were damaged, and a train derailed by washout.	0	0	0			01/01/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Winnipeg MB	02/05/1969 12:00:00 AM	Winnipeg MB, May 2, 1969. Severe flooding in the Winnipeg area of the Red River.	0	0	0			02/05/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Iroquois NB	11/05/1969 12:00:00 AM	Iroquois NB, May 11, 1969. Spring runoff created flood conditions throughout the upper portion of the Saint John River basin, New Brunswick; a 9-year old child drowned in a river at Iroquois, Madawaska County.	1	0	0			11/05/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Newfoundland	19/05/1969 12:00:00 AM	NF, May 19-21, 1969.  Widespread flooding caused by heavy rainfall and snowmelt; railway traffic disrupted, highways washed out, homes and buildings inundated. Several municipal agencies assisted in the flood relief.	0	0	0			21/05/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Edmonton AB	04/08/1969 12:00:00 AM	Edmonton AB, August 4, 1969. Some of the largest hailstones to that date.	0	0	0			04/08/1969 12:00:00 AM								0	0.0	
Incident	Technology	Fire	Residential	Notre-Dame-du-Lac QC	02/12/1969 12:00:00 AM	Notre-Dame-du-Lac QC, December 2, 1969. Nursing home fire; 38 dead; 30 injured.	38	30	0			02/12/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Montreal QC	28/12/1969 12:00:00 AM	Montreal QC, December 28, 1969. A 60 hour snowstorm dumped 70 cm of snow on Montréal causing 15 deaths.	15	0	0			28/12/1969 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint John River Basin NB	02/02/1970 12:00:00 AM	Saint John River basin NB, February 2-6, 1970. Snowmelt, ice jams and heavy rainfall caused flooding in New Brunswick; a series of ice jams in six rivers caused the destruction of 32 bridges and caused the damage of 124 other bridges. Extensive damage was done to private homes, farmsteads, farm equipment, fishing gear,  industrial and commercial companies. Over 600 properties were damaged.  One person died when a barn collapsed, and two others drowned.	3	0	0	3737000.0000	1104532.0	06/02/1970 12:00:00 AM	1550023.0000	2186977.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	St. John's NL	27/02/1970 12:00:00 AM	St. John's NL, February 27, 1970. Major sleet damage was done to transmission line towers.	0	0	0			27/02/1970 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Chaudière River QC	22/04/1970 12:00:00 AM	Québec, April 1970. The year of 1970 was marked by two exceptional floods.  One of the St. Maurice, Mattawin, l'Assomption and Maskinonge Rivers on May 5, 1970 and the other in the Chaudière River Basin on April 22, 1970.	0	0	0			05/05/1970 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Winnipeg MB	30/04/1970 12:00:00 AM	Winnipeg MB, April 30, 1970. Severe flooding in the Winnipeg area of the Red River.	0	0	0			30/04/1970 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Central Ontario	27/06/1970 12:00:00 AM	Central Ontario, June 27-28, 1970. Areas along the Spanish, Wanapetei, Blind, Little White, Goulais and Mississagi Rivers, as well as the city of Sault Ste. Marie experienced flooding; several businesses and roads were closed due to the flooding.  Most of the damages were reported in Sault Ste. Marie and on the Spanish, Wanapetei and Blind Rivers.	0	0	0			28/06/1970 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Transportation accident	Air	Toronto ON	05/07/1970 12:00:00 AM	Pearson International Airport (then called Malton Airport), Toronto ON, July 5, 1970. 109 dead (all aboard): a DC-8 lost one starboard engine during a landing attempt: on the second attempt, the second starboard engine fell off and the plane crashed.	109	0	0			05/07/1970 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Sudbury, Lively, Coppercliff and Field ON	20/08/1970 12:00:00 AM	Sudbury, Lively, Coppercliff and Field ON, August 20, 1970.  An F3 tornado (wind speeds of 252-330 km/h) caused the loss of six lives, 200 injuries, and extensive damage to property.	6	200	0	75000.0000	22167.5	20/08/1970 12:00:00 AM	75000.0000							0	0.0	
Incident	Conflict	Terrorist	Kidnapping / Murder	Montreal QC	05/10/1970 12:00:00 AM	Montreal QC, October 5, 1970. British commercial attaché James Cross was kidnapped by the FLQ (Front de libération de Québec); encouraged by their success, the FLQ then kidnapped Québec Minister of Labour and Acting Premier Pierre Laporte on Oct. 10,1970; Laporte was murdered on Oct. 17,1970; in response, the federal government implemented the War Measures Act; Cross was held for 59 days and then released after negotiations which resulted in his kidnappers being allowed to leave the country.	1	0	0			05/10/1970 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Avalanche	Terrace BC	01/01/1971 12:00:00 AM	Terrace BC, 1971. 7 dead, one survivor; eight people were waiting out a storm in a small café when an avalanche struck the building.	7	0	1			01/01/1971 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Nova Scotia	13/02/1971 12:00:00 AM	Nova Scotia, February 13-15, 1971.  Floods due to heavy rains and high temperatures, which caused snowmelt and ice jamming. There was widespread flood damage; homes and businesses flooded, highways and roads inundated.						15/02/1971 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Montreal QC	04/03/1971 12:00:00 AM	Montreal QC, March 4, 1971. The city\'s worst snowstorm dumped 47 cm of snow; winds of 110 km/h produced huge drifts; electricity was cut for 2-7 days.	0	0	0			04/03/1971 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Montreal QC	01/04/1971 12:00:00 AM	Montreal QC, April 1971. Flooding at the mouth of the Outaouais on Lac des Deux-Montagnes and of the St. Lawrence from the southwest corner of Montreal island to Lake Saint-Pierre.	0	0	0			30/04/1971 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint-Jean QC	01/05/1971 12:00:00 AM	Saint-Jean QC, May 1971. The Richelieu River overflowed to cover the surrounding area up to 72 kilometres in distance, reaching a height of 2.44 m of water; 65% of the damage costs were directed to the rural sector; basements in Saint-Jean were flooded.	0	0	0			01/05/1971 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Geological	Landslide	Fraser Canyon BC	04/05/1971 12:00:00 AM	Fraser Canyon BC, May 4, 1971. CNR train derailed by rockfall.	3	0	0			04/05/1971 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Saint-Jean-Vianney QC	04/05/1971 12:00:00 AM	Saint-Jean-Vianney QC, May 4, 1971. 31 dead, 1500 evacuated (entire town); during a lengthy rainstorm, a rapid retrogressive flowslide in leda clay swept away several homes as a 213 metre hole appeared in the ground swallowing the houses, several cars and a bus.	31	0	1500	1250000.0000	358851.7	04/05/1971 12:00:00 AM	1250000.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Maniwaki, Déléage, Egan, South Region of Outaouais QC	14/05/1971 12:00:00 AM	Maniwaki, Déléage and Egan-South Region of Outaouais QC, May 14, 1971. A tornado damaged 71 residences, and completely destroyed 6. 25 families were evacuated (based on family of 4), 11 people were injured and 2 people were killed.	2	11	100			14/05/1971 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Western Prairies	23/07/1971 12:00:00 AM	Western Prairies, July 23, 1971. Heavy hail damage extended over 500 km.	0	0	0			23/07/1971 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Dartmouth NS	15/08/1971 12:00:00 AM	Dartmouth NS, August 15-16, 1971. Hurricane "Beth" produced 296 mm of rain in Nova Scotia; damage to crops was extensive, sections of highways and bridges were washed out; fresh water supplies in Dartmouth, Nova Scotia were left contaminated for days because of extensive runoff into Lake Antigonish.	0	0	0	2426000.0000	696459.3	16/08/1971 12:00:00 AM	833229.0000	1592771.0000						0	0.0	
Incident	Conflict	Arson	Non-Residential	Kootenay region and Vancouver area BC	01/01/1972 12:00:00 AM	Kootenay region and Vancouver area BC, January 1, 1972 to September 24, 1986. Dozens of arson and bomb attacks were carried out in a resurgence of activity by the radical Doukhobor sect, the Sons of Freedom; favourite targets were railways, utility poles and lines belonging to the West Kootenay Power and Light Company and the homes and buildings of Orthodox Doukhobors.	0	0	0			24/09/1986 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Victoriaville QC	27/08/1971 12:00:00 AM	Victoriaville QC, August 27, 1971. Hurricane "Doria" caused floods in the region of Bois-Francs, Québec; the communities most affected were Thetford Mines, Victoriaville and Warwick.	0	0	0			27/08/1971 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Southwestern Quebec	19/02/1972 12:00:00 AM	Southwestern Quebec, February 19, 1972. A snowstorm produced 80 km/h winds and 37 cm of snow, causing widespread damage.	0	0	0			19/02/1972 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Richelieu River QC	01/04/1972 12:00:00 AM	Richelieu River QC, April-June 1972. Serious flooding throughout the province, notably that of the Richelieu which affected land from Missisquoi Bay to Saint-Jean, lasting from mid-April to the beginning of June.	0	0	0			01/06/1972 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Ontario	01/01/1973 12:00:00 AM	Ontario, 1973. Heat and drought stress resulted in low crop yields; record warm summer and local drought hurt potato and apple production.	0	0	0			01/01/1973 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Lake Huron ON	01/03/1973 12:00:00 AM	Lake Huron ON, March 1973. The southern coast of Lake Huron from Sarnia to Bayfield was hit by major storms in the months of March and April; heavy damage was reported.	0	0	0			30/04/1973 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Prince George BC	01/05/1972 12:00:00 AM	Fraser River at Prince George BC, May 1972. Freshet flooding caused significant damage along the Fraser River; an above-average snowfall, and substantial mountain snowpacks, followed by high temperatures in late May resulted in severe flooding at the end of May and into June; the Fraser River peaked three times in June, flooding both the upper and lower Fraser River Valley, affecting several communities (upstream communities of Kamloops and Prince George, and downstream communities of Surrey and Hope).	0	0	0	5300000.0000	1452054.8	01/05/1972 12:00:00 AM	1662223.0000	3637777.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Corner Brook NL	15/05/1972 12:00:00 AM	Corner Brook NL, May 15, 1972. Spring runoff accompanied by rainfall caused flooding affecting communities on the Port au Prince Peninsula and area;  damage to CNR; in Corner Brook, a 3-year old child drowned when swept away by a swollen brook behind her home.	1	0	0			15/05/1972 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Smoky and Peace River Basins AB	11/06/1972 12:00:00 AM	Smoky and Peace River basins AB, June 11-13, 1972. More than 150 mm of rain fell over parts of the Peace River basin southwest of Grande Prairie.  On June 13, a State of Emergency was declared in the town of Grande Prairie as flood water from the Wapiti River inundated the water treatment plant.  Strict water rationing was brought into effect and all non-essential water use was curtailed.  Some local industries were shut down and elementary schools closed.	0	0	105			13/06/1972 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Conflict	Arson	Residential	Montreal QC	01/09/1972 12:00:00 AM	Montreal QC, September 1, 1972. The fire was set in the \"Blue Bird\" nightclub by three patrons who were ejected from the establishment earlier in the evening; 37 dead, 50 injured.	37	50	0			01/09/1972 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1973 12:00:00 AM	Prairie provinces, 1973. Severe and widespread surface water droughts reported on the Prairies, as well as winterkill in forage crops in British Columbia interior.	0	0	0			01/01/1973 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Barrie ON	18/03/1973 12:00:00 AM	Barrie ON, March 18, 1973. A bus-truck collision on Hwy 400 caused 12 deaths and 43 blizzard-related injuries.	12	43	0			18/03/1973 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Geological	Landslide	Harbour Breton NL	01/08/1973 12:00:00 AM	Harbour Breton NL, August 1, 1973. Debris avalanche struck houses; 4 houses were swept into the harbour and destroyed.	4	0	0			01/08/1973 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Cedoux SK	27/08/1973 12:00:00 AM	Cedoux SK, August 27, 1973. The largest documented hailstone in Canada was produced by this storm: 290 grams and 114 mm diameter.	0	0	0			27/08/1973 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint John River Basin NB	27/04/1973 12:00:00 AM	Saint John River basin NB, April 27 - May 5, 1973. The Sheffield-Maugerville area (downstream from Fredericton), and Fredericton were some of the communities that were flooded; the pulp and paper industry was affected.  The centre of the Province reported 68 mm of rain.  The 60 cm of snow on the frozen ground increased the volume of water which was running into the river.  Over 2,500 private homes were flooded and 536 families (1,600 persons) were forced to evacuate their homes in the central part of the Province.  Only one death has been attributed to the flooding.  Major losses to crops have resulted from the high water, erosion, and loss of greenhouse plants.	1	0	1600	7311000.0000	1858728.8	05/05/1973 12:00:00 AM	4225495.0000	3085505.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Newfoundland, Prince Edward Island and Nova Scotia	17/06/1973 12:00:00 AM	Maritimes, June 17, 1973. A sudden severe storm struck the Atlantic provinces causing extensive damage to fishermen's gear.	0	0	0	5330000.0000	1355084.7	17/06/1973 12:00:00 AM	2314500.0000	3015500.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1974 12:00:00 AM	Prairie provinces, 1974. Cereal crop drought occurred in parts of the Prairies.	0	0	0			01/01/1974 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm - Unspecified / Other	Newfoundland	15/05/1974 12:00:00 AM	Newfoundland, May-July 1974. Severe ice conditions in Newfoundland resulted in losses in income and gear to fishermen. 	0	0	0	5151752.0000	1179790.5	31/07/1974 12:00:00 AM	3540871.0000	1610881.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saskatchewan	01/01/1974 12:00:00 AM	Saskatchewan, 1974. In the winter of 1974, near-record snowfall resulted in extensive spring flooding across the province; farms and ranch land were flooded, while roads and bridges were damaged along the Carrot and Red Deer rivers; the communities of Pierceland and Green Lake on the Beaver River were affected; the cities of Moose Jaw, Regina and Lumsden, on the Qu'Appelle River basin, received major flood damage; in Moose Jaw, the Moose Jaw River, Thunder Creek and Spring Creek overflowed their banks and caused the flooding of 60 city blocks (including 480 homes) and the evacuation of 1400 people (April 18 and 19); the Wascana Creek overflowed its banks in Regina.	0	0	1400	6611800.0000	1514152.7	01/01/1974 12:00:00 AM	4151261.0000	2460539.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Maniwaki QC	01/01/1974 12:00:00 AM	Maniwaki QC, January-June 1974. Over 300 municipalities were affected by the province-wide flooding caused by an unusually wet spring combined with excessive runoff of spring snowmelt;  flooding centred on the Gatineau, Ottawa, Richelieu, Saint Lawrence, Chateauguay, Saint-Maurice, and Chaudière Rivers; over 1000 homes and 600 summer cottages were flooded; approximately 7000 people were evacuated; in Maniwaki, damages were high as 3000 residents had to be evacuated; the communities of Wakefield, Chelsea, and Pointe-Gatineau, downstream from Maniwaki, were also affected.	0	0	10000	21765136.0000	4984382.3	30/06/1974 12:00:00 AM	8670477.0000	13094659.0000						0	0.0	
